"OBJECTID","WELLWIDTH","WELLLENGTH","PAREAWIDTH","LOWWELL","SPECIES","ADDRNUM","STNAME"
35993,"0","0","4","None","Washingtonia robusta",2435,"9TH AV"
35994,"4","9","0","None","Liquidambar styraciflua",2539,"8TH AV"
35995,"2","5","0","None","Lagerstroemia indica",2204,"EAST 22ND ST"
35996,"0","0","4","None","Washingtonia robusta",2715,"9TH AV"
35997,"0","0","6","None","Nerium oleander",2245,"EAST 24TH ST"
35998,"03","010","0","Low","Liquidambar styraciflua",1401,"EAST 31ST ST"
35999,"4","4","0","None","Pistacia chinensis",0,"EAST 19TH ST"
36000,"0","0","3","None","Albizia julibrissin",3126,"11TH AV"
36001,"3","3","0","None","Prunus sp",1818,"PARK BL"
36002,"02","03","0","Low","Acer sp",2439,"11TH AV"
36003,"0","0","7","None","Jacaranda acutifolia",2410,"EAST 15TH ST"
36004,"0","0","3","None","Fraxinus o. `Raywood'",115,"ATHOL AV"
36005,"4","4","0","None","Other",1074,"EAST 33RD ST"
36006,"0","0","4","None","Liquidambar styraciflua",1207,"EAST 33RD ST"
36007,"0","0","3","None","Other",2517,"11TH AV"
36008,"02","03","0","Low","Prunus sp",424,"NEWTON AV"
36009,"6","9","0","None","Liquidambar styraciflua",2419,"10TH AV"
36010,"0","0","3","None","Lagerstroemia indica",2101,"10TH AV"
36011,"0","0","4","None","Unknown",1256,"EAST 33RD ST"
36012,"4","8","0","None","Prunus sp",766,"MCKINLEY AV"
36013,"4","6","0","None","Cinnamomum camphora",2240,"7TH AV"
36014,"0","0","3","None","Platanus acerifolia",2128,"11TH AV"
36015,"0","0","4","None","Liquidambar styraciflua",1141,"EAST 33RD ST"
36016,"2.5","5","0","Moderate","Celtis sp",816,"MACARTHUR BL"
36017,"0","0","4","None","Cinnamomum camphora",702,"EAST 23RD ST"
36018,"2","2","0","None","Platanus acerifolia",2100,"EMBARCADERO"
36019,"0","0","3","None","Cordyline australis",631,"HADDON RD"
36020,"0","0","5","None","Eriobotrya japonica",2398,"EAST 24TH ST"
36021,"0","0","6","None","Unknown",1928,"17TH AV"
36022,"0","0","4","None","Unknown",2725,"LOGAN ST"
36023,"4","6","0","None","Cinnamomum camphora",2228,"7TH AV"
36024,"0","0","6","None","Schinus terebinthefolia",3076,"22ND AV"
36025,"3","4","0","Low","Quercus sp",1212,"EAST 28TH ST"
36026,"0","0","5","None","Olea europaea",2335,"7TH AV"
36027,"0","0","6","None","Pyrus calleryana cvs",1655,"EAST 32ND ST"
36028,"0","0","4","None","Prunus sp",490,"WESLEY AV"
36029,"0","0","3","None","Magnolia grandiflora",2203,"13TH AV"
36030,"4","8","0","Low","Liquidambar styraciflua",1208,"EAST 33RD ST"
36031,"0","0","3","None","Geijera parvifolia",2774,"EAST 21ST ST"
36032,"02","02","0","Low","Pyrus calleryana cvs",350,"NEWTON AV"
36033,"0","0","6","None","Ulmus americana",0,"16TH AV"
36034,"0","0","4","None","Liquidambar styraciflua",1238,"EAST 33RD ST"
36035,"3","3","0","None","Acer sp",1112,"EAST 28TH ST"
36036,"0","0","6","None","Magnolia grandiflora",2103,"EAST 15TH ST"
36037,"0","0","4","None","Prunus cerasifera/blireiana",2535,"10TH AV"
36038,"2","3","0","Low","Platanus acerifolia",1095,"EMBARCADERO"
36039,"3.5","2","0","Moderate","Prunus sp",616,"BROOKLYN AV"
36040,"0","0","3","None","Lagerstroemia indica",2014,"5TH AV"
36041,"0","0","4","None","Acer sp",985,"BAY VIEW AV"
36042,"0","0","4","None","Washingtonia robusta",2511,"9TH AV"
36043,"4","4","0","None","Pyrus calleryana cvs",1722,"22ND AV"
36044,"3","3","0","None","Crataegus phaenopyrum",357,"HANOVER AV"
36045,"3","3","0","Low","Myoporum laetum",1215,"EAST 23RD ST"
36046,"5","2","0","None","Arbutus sp",0,"19TH AV"
36047,"3","2","0","None","Podocarpus gracilior",317,"HADDON RD"
36048,"6","9","0","None","Grevillea robusta",2531,"10TH AV"
36049,"0","0","3","None","Melaleuca sp",2700,"21ST AV"
36050,"0","0","4","None","Washingtonia robusta",2733,"9TH AV"
36051,"0","0","12","None","Liquidambar styraciflua",619,"MONTCLAIR AV"
36052,"4","5","0","High","Ginkgo biloba",730,"HILLGIRT CR"
36053,"0","0","3","None","Cinnamomum camphora",2840,"11TH AV"
36054,"3","4","0","Low","Pistacia chinensis",716,"EAST 22ND ST"
36055,"02","02","0","Low","Pyrus kawakami",2350,"EAST 29TH ST"
36056,"02","02","0","Low","Pyrus kawakami",2350,"EAST 29TH ST"
36057,"0","0","4","None","Albizia julibrissin",953,"BAY VIEW AV"
36058,"0","0","3","None","Quercus sp",1935,"EAST 24TH ST"
36059,"0","0","4","None","Liquidambar styraciflua",1361,"EAST 28TH ST"
36060,"5","6","0","None","Myoporum laetum",2101,"LIVINGSTON ST"
36061,"0","0","3","None","Cupressus sp",323,"HANOVER AV"
36062,"3","9","0","Moderate","Liquidambar styraciflua",438,"ATHOL AV"
36063,"0","0","3","None","Lagerstroemia indica",2414,"11TH AV"
36064,"6","6","0","None","Malus sp",1919,"16TH AV"
36065,"1","1","0","Moderate","Prunus cerasifera/blireiana",505,"ZORAH ST"
36066,"0","0","3","None","Quercus sp",1220,"EAST 28TH ST"
36067,"0","0","6","None","Lagerstroemia indica",2445,"HIGHLAND AV"
36068,"0","0","4","None","Cercis sp",482,"WESLEY AV"
36069,"3","3","0","None","Pyrus calleryana cvs",1901,"PARK BL"
36070,"0","0","3","None","Prunus sp",2215,"CARROLL ST"
36071,"0","0","4","None","Eriobotrya japonica",2330,"7TH AV"
36072,"2","3","0","None","Cercis sp",1821,"IRVING AV"
36073,"0","0","4","None","Salix sp",2033,"9TH AV"
36074,"3","5","0","None","Prunus cerasifera/blireiana",2529,"GRANDE VISTA AV"
36075,"0","0","4","None","Liquidambar styraciflua",2900,"PARK BL"
36076,"4","6","0","None","Lagerstroemia indica",0,"23RD AV"
36077,"4","6","0","Low","Quercus sp",817,"EAST 24TH ST"
36078,"0","0","5","None","Oxydendron arboreum",636,"HILLGIRT CR"
36079,"0","0","5","None","Malus sp",636,"HILLGIRT CR"
36080,"2","5","0","None","Unknown",1423,"23RD AV"
36081,"3","7","0","None","Cinnamomum camphora",2240,"7TH AV"
36082,"0","0","6","None","Unknown",1438,"19TH AV"
36083,"02","02","0","Low","Prunus sp",1724,"24TH AV"
36084,"0","0","6","None","Cinnamomum camphora",2220,"EAST 21ST ST"
36085,"4","13","0","None","Platanus acerifolia",1853,"EAST 14TH ST"
36086,"0","0","5","None","Rhus lancea",817,"PROSPECT AV"
36087,"5","5","0","High","Prunus sp",712,"BROOKLYN AV"
36088,"0","0","6","None","Ulmus parvifolia",630,"ALMA AV"
36089,"5","8","0","None","Acacia longifolia",201,"ATHOL AV"
36090,"0","0","3","None","Liriodendron tulipifera",423,"ATHOL AV"
36091,"3","5","0","None","Magnolia grandiflora",2026,"23RD AV"
36092,"3","5","0","None","Sapium sebiferum",1505,"EAST 14TH ST"
36093,"0","0","3","None","Melaleuca sp",2112,"24TH AV"
36094,"0","0","3","None","Jacaranda acutifolia",514,"ATHOL AV"
36095,"4","6","0","None","Grevillea robusta",914,"EAST 22ND ST"
36096,"0","0","3","None","Magnolia grandiflora",2203,"13TH AV"
36097,"0","0","4","None","Liquidambar styraciflua",1357,"EAST 33RD ST"
36098,"02","02","0","Low","Abies sp",2244,"24TH AV"
36099,"0","0","4","None","Cedrus sp",2000,"21ST AV"
36100,"0","0","4","None","Grevillea robusta",1003,"EAST 24TH ST"
36101,"0","0","6","None","Quercus sp",2225,"EAST 20TH ST"
36102,"0","0","4","None","Pyrus calleryana cvs",2100,"EAST 23RD ST"
36103,"0","0","2","None","Melaleuca sp",1945,"24TH AV"
36104,"0","0","4","None","Ligustrum sp",639,"ALMA AV"
36105,"0","0","5","None","Ulmus parvifolia",639,"ALMA AV"
36106,"4","10","0","None","Liquidambar styraciflua",610,"EAST 15TH ST"
36107,"0","0","6","None","Washingtonia robusta",1711,"EAST 14TH ST"
36108,"0","0","7","None","Sapium sebiferum",608,"WESLEY AV"
36109,"0","0","4","None","Ligustrum sp",919,"MCKINLEY AV"
36110,"3","6","0","High","Liquidambar styraciflua",349,"PORTLAND AV"
36111,"0","0","4","None","Platanus acerifolia",2956,"LAKE SHORE AV"
36112,"3","3","0","None","Jacaranda acutifolia",620,"SPRUCE ST"
36113,"0","0","2","None","Pyrus calleryana cvs",1928,"IRVING AV"
36114,"0","0","3","None","Prunus sp",1710,"24TH AV"
36115,"0","0","4","None","Cinnamomum camphora",961,"BAY VIEW AV"
36116,"4","10","0","Moderate","Grevillea robusta",2201,"10TH AV"
36117,"0","0","7","None","Eriobotrya japonica",2432,"EAST 15TH ST"
36118,"0","0","4","None","Quercus sp",2181,"EAST 24TH ST"
36119,"0","0","7","None","Acacia melanoxylon",620,"WESTLEY AV"
36120,"0","0","4","None","Populus sp",2551,"IVY DR"
36121,"8","8","0","None","Pyrus calleryana cvs",671,"ATHOL AV"
36122,"0","0","4","None","Liquidambar styraciflua",1366,"EAST 33RD ST"
36123,"0","0","4","None","Washingtonia robusta",2721,"9TH AV"
36124,"4","8","0","None","Liquidambar styraciflua",2521,"8TH AV"
36125,"0","0","3","None","Prunus cerasifera/blireiana",538,"EAST 20TH ST"
36126,"1","1","0","Moderate","Quercus sp",2139,"EAST 24TH ST"
36127,"3","3","0","None","Prunus cerasifera/blireiana",532,"SPRUCE ST"
36128,"0","0","4","None","Prunus cerasifera/blireiana",509,"ZORAH ST"
36129,"4","4","0","None","Magnolia grandiflora",2602,"13TH AV"
36130,"0","0","4","None","Tristaniopsis laurina",2101,"EAST 21ST ST"
36131,"2","2","0","Moderate","Magnolia grandiflora",2328,"13TH AV"
36132,"0","0","8","None","Schinus molle",674,"MONTCLAIR AV"
36133,"2","2","0","None","Fraxinus o. `Raywood'",2240,"EAST 19TH ST"
36134,"0","0","6","None","Liquidambar styraciflua",1511,"17TH AV"
36135,"0","0","6","None","Syzygium paniculatum",1948,"IRVING AV"
36136,"0","0","4","None","Quercus sp",2622,"12TH AV"
36137,"2","6","0","None","Quercus sp",2204,"EAST 22ND ST"
36138,"05","05","0","Low","Magnolia grandiflora",1408,"20TH AV"
36139,"02","05","0","Low","Magnolia grandiflora",2148,"EAST 15TH ST"
36140,"3","4","0","None","Pyrus kawakami",2101,"23RD AV"
36141,"0","0","5","None","Cupressus sp",574,"RADNOR RD"
36142,"4","4","0","None","Lagerstroemia indica",2467,"EAST 22ND ST"
36143,"01","01","0","Low","Tristaniopsis laurina",2358,"EAST 22ND ST"
36144,"4","6","0","None","Liquidambar styraciflua",2615,"8TH AV"
36145,"3","3","0","Low","Malus sp",567,"CAPELL ST"
36146,"0","0","3","None","Prunus sp",510,"HADDON RD"
36147,"0","0","2.5","None","Lagerstroemia indica",2242,"11TH AV"
36148,"0","0","5","None","Quercus sp",2420,"EAST 20TH ST"
36149,"0","0","3","None","Metrosideros excelsus",517,"HADDON RD"
36150,"0","0","3","None","Prunus sp",457,"HANOVER AV"
36151,"3","4","0","None","Lagerstroemia indica",2736,"13TH AV"
36152,"7","12","0","None","Other",1538,"27TH AV"
36153,"4","4","0","None","Pyrus calleryana cvs",818,"MCKINLEY AV"
36154,"2","5","0","None","Liquidambar styraciflua",2242,"EAST 22ND ST"
36155,"0","0","3","None","Unknown",637,"EAST 23RD ST"
36156,"0","0","4","None","Ginkgo biloba",801,"MCKINLEY AV"
36157,"3","3","0","High","Syzygium paniculatum",938,"EAST 28TH ST"
36158,"0","0","4","None","Cinnamomum camphora",945,"BAY VIEW AV"
36159,"9","35","0","None","Other",1825,"28TH AV"
36160,"4","3","0","None","Zelkova serrata",3019,"LOGAN ST"
36161,"0","0","3","None","Punicia granatum",2218,"EAST 31ST ST"
36162,"0","0","4","None","Prunus cerasifera/blireiana",1822,"EAST 24TH ST"
36163,"0","0","3","None","Nerium oleander",2311,"EAST 23RD ST"
36164,"5","5","0","None","Liquidambar styraciflua",1659,"28TH AV"
36165,"4","3","0","None","Pyrus kawakami",1802,"EAST 23RD ST"
36166,"0","0","6","None","Pistacia chinensis",1942,"EAST 21ST ST"
36167,"0","0","2","None","Pyrus calleryana cvs",1864,"EAST 25TH ST"
36168,"0","0","5","None","Quercus suber",2336,"EAST 20TH ST"
36169,"4","4","0","None","Pistacia chinensis",1616,"EAST 31ST ST"
36170,"0","0","3","None","Pyrus calleryana cvs",1690,"EAST 32ND ST"
36171,"0","0","4","None","Melaleuca sp",2634,"HIGHLAND AV"
36172,"0","0","5","None","Liquidambar styraciflua",1500,"EAST 15TH ST"
36173,"0","0","5","None","Liquidambar styraciflua",1500,"EAST 15TH ST"
36174,"0","0","2","None","Lagerstroemia indica",868,"CLEVELAND ST"
36175,"0","0","4","None","Cedrus sp",2000,"21ST AV"
36176,"2","4","0","Moderate","Robinia sp",2601,"HIGHLAND AV"
36177,"2","5","0","None","Schinus terebinthefolia",2228,"EAST 25TH ST"
36178,"0","0","3","None","Eriobotrya japonica",2774,"EAST 21ST ST"
36179,"3","3","0","None","Magnolia grandiflora",2520,"24TH AV"
36180,"3","3","0","None","Other",574,"SPRUCE ST"
36181,"0","0","6","None","Unknown",0,"16TH AV"
36182,"0","0","6","None","Ulmus americana",0,"16TH AV"
36183,"0","0","7","None","Schinus terebinthefolia",3061,"22ND AV"
36184,"0","0","0","None","Cedrus sp",1001,"22ND AV"
36185,"8","8","0","None","Pistacia chinensis",2325,"17TH AV"
36186,"0","0","7","None","Prunus sp",820,"PROSPECT AV"
36187,"0","0","5","None","Unknown",2036,"EAST 20TH ST"
36188,"3","3","0","None","Pistacia chinensis",2220,"EAST 31ST ST"
36189,"4","3","0","None","Schinus terebinthefolia",1951,"EAST 30TH ST"
36190,"0","0","4","None","Schinus terebinthefolia",2001,"EAST 30TH ST"
36191,"0","0","4","None","Pyrus kawakami",2020,"EAST 28TH ST"
36192,"3","4","0","None","Ginkgo biloba",547,"SPRUCE ST"
36193,"4","4","0","None","Liquidambar styraciflua",1431,"17TH AV"
36194,"3","3","0","None","Lophostemon confertus",1640,"EAST 12TH ST"
36195,"0","0","4","None","Melaleuca sp",2631,"WAKEFIELD AV"
36196,"0","0","5","None","Podocarpus gracilior",2517,"EAST 21ST ST"
36197,"0","0","5","None","Unknown",2150,"EAST 19TH ST"
36198,"0","0","4","None","Unknown",2216,"EAST 23RD ST"
36199,"2","6","0","None","Ulmus parvifolia",3044,"LOGAN ST"
36200,"1","4","0","None","Lagerstroemia indica",2640,"23RD AV"
36201,"0","15","0","None","Liquidambar styraciflua",2437,"EAST 26TH ST"
36202,"0","0","4","None","Pistacia chinensis",2602,"HIGHLAND AV"
36203,"0","0","3","None","Other",2755,"GARDEN ST"
36204,"2","3","0","None","Platanus acerifolia",2100,"EMBARCADERO"
36205,"4","4","0","None","Pyrus kawakami",1700,"EAST 22ND ST"
36206,"4","6","0","None","Lagerstroemia indica",2830,"FOOTHILL BL"
36207,"0","0","3","None","Pyrus calleryana cvs",2200,"EAST 32ND ST"
36208,"0","0","4","None","Lagerstroemia indica",2543,"WAKEFIELD AV"
36209,"0","0","6","None","Quercus sp",2450,"25TH AV"
36210,"0","0","4","None","Magnolia grandiflora",2403,"21ST AV"
36211,"0","0","6","None","Fraxinus sp",2259,"EAST 19TH ST"
36212,"2","4","0","None","Platanus acerifolia",1942,"EMBARCADERO"
36213,"0","0","4","None","Pistacia chinensis",1634,"EAST 31ST ST"
36214,"0","0","5","None","Magnolia grandiflora",2627,"21ST AV"
36215,"0","0","4","None","Unknown",521,"ZORAH ST"
36216,"0","0","3","None","Acacia melanoxylon",552,"MONTCLAIR AV"
36217,"0","0","4","None","Liquidambar styraciflua",2240,"EAST 31ST ST"
36218,"0","0","3","None","Acer sp",2794,"GARDEN ST"
36219,"0","0","8","None","Pyrus calleryana cvs",2210,"EAST 24TH ST"
36220,"4","10","0","High","Schinus terebinthefolia",2255,"EAST 25TH ST"
36221,"0","0","2","None","Fraxinus o. `Raywood'",0,"FOOTHILL BL"
36222,"0","0","3","None","Cinnamomum camphora",2201,"EAST 32ND ST"
36223,"0","0","4","None","Pyrus calleryana cvs",2201,"EAST 32ND ST"
36224,"0","0","5","None","Other",2266,"EAST 20TH ST"
36225,"6","6","0","Moderate","Cordyline australis",2703,"EAST 23RD ST"
36226,"0","0","4","None","Acer sp",1807,"EAST 24TH ST"
36227,"3","6","0","None","Quercus sp",2520,"EAST 23RD ST"
36228,"0","0","6","None","Quercus sp",2626,"EAST 22ND ST"
36229,"5","6","0","None","Unknown",1715,"22ND AV"
36230,"02","01","0","Low","Fraxinus sp",1531,"EAST 15TH ST"
36231,"0","0","5","None","Schinus terebinthefolia",2820,"22ND AV"
36232,"0","0","10","None","Callistemon sp",882,"CLEVELAND ST"
36233,"0","0","4","None","Pistacia chinensis",1745,"20TH AV"
36234,"0","0","6","None","Lophostemon confertus",1470,"17TH AV"
36235,"0","0","4","None","Liquidambar styraciflua",2625,"WAKEFIELD AV"
36236,"0","0","4","None","Ligustrum sp",2380,"EAST 23RD ST"
36237,"2","4","0","None","Liquidambar styraciflua",1610,"EAST 15TH ST"
36238,"01","01","0","Low","Unknown",1519,"EAST 15TH ST"
36239,"0","0","6","None","Pyrus calleryana cvs",1901,"EAST 28TH ST"
36240,"0","0","4","None","Pyrus calleryana cvs",2100,"EAST 29TH ST"
36241,"0","0","6","None","Malus floribunda",2921,"SHEFFIELD AV"
36242,"4","4","0","None","Other",2467,"EAST 22ND ST"
36243,"0","0","5","None","Other",0,"23RD AV"
36244,"0","0","8","None","Dead",1433,"15TH AV"
36245,"0","0","3","None","Dead",2201,"EAST 33RD ST"
36246,"0","0","4","None","Schinus terebinthefolia",2928,"21ST AV"
36247,"0","0","3","None","Cinnamomum camphora",693,"SPRUCE ST"
36248,"0","0","4","None","Robinia hybrid",2745,"25TH AV"
36249,"2","3","0","High","Lophostemon confertus",2425,"EAST 12TH ST"
36250,"0","0","5","None","Magnolia grandiflora",2543,"21ST AV"
36251,"4","2","0","None","Quercus sp",2127,"27TH AV"
36252,"2","3","0","Moderate","Platanus acerifolia",1817,"EMBARCADERO"
36253,"0","0","8","None","Pyrus calleryana cvs",2401,"23RD AV"
36254,"0","0","5","None","Salix sp",2114,"17TH AV"
36255,"0","0","3","None","Pyrus calleryana cvs",2037,"EAST 25TH ST"
36256,"0","0","4","None","Acer sp",2324,"MITCHELL ST"
36257,"0","0","6","None","Schinus terebinthefolia",3060,"22ND AV"
36258,"0","0","3","None","Pinus sp",3192,"MCKILLOP RD"
36259,"4","6","0","None","Acer sp",1631,"EAST 31ST ST"
36260,"2","3","0","Moderate","Platanus acerifolia",1095,"EMBARCADERO"
36261,"2","3","0","None","Platanus acerifolia",1095,"EMBARCADERO"
36262,"0","0","1","None","Ginkgo biloba",2700,"26TH AV"
36263,"0","0","6","None","Unknown",1641,"EAST 20TH ST"
36264,"0","0","6","None","Quercus sp",1703,"19TH AV"
36265,"0","0","5","None","Eriobotrya deflexa",1849,"EAST 21ST ST"
36266,"4","6","0","None","Platanus acerifolia",1942,"EMBARCADERO"
36267,"2","3","0","None","Lophostemon confertus",2325,"EAST 12TH ST"
36268,"0","0","2","None","Malus sp",3227,"RANDOLPH AV"
36269,"6","6","0","None","Pistacia chinensis",2336,"17TH AV"
36270,"4","4","0","None","Melaleuca sp",2621,"WAKEFIELD AV"
36271,"0","0","2","None","Unknown",2350,"EAST 29TH ST"
36272,"0","0","2","None","Pyrus kawakami",2350,"EAST 29TH ST"
36273,"0","0","6","None","Pyrus calleryana cvs",1619,"EAST 32ND ST"
36274,"0","0","2","None","Prunus sp",1036,"CALCOT PL"
36275,"1","1","0","Low","Lagerstroemia indica",2708,"22ND AV"
36276,"2","5","0","Moderate","Unknown",2683,"GRANDE VISTA AV"
36277,"0","0","5","None","Acer sp",1731,"EAST 21ST ST"
36278,"0","0","4","None","Lagerstroemia indica",2230,"17TH AV"
36279,"0","0","4","None","Cercis sp",2741,"25TH AV"
36280,"3.5","3.5","0","Low","Liquidambar styraciflua",2220,"EAST 17TH ST"
36281,"2","4","0","Low","Prunus cerasifera/blireiana",2331,"19TH AV"
36282,"0","0","6","None","Eucalyptus citriodora",2921,"SHEFFIELD AV"
36283,"0","0","4","None","Prunus cerasifera/blireiana",1848,"EAST 22ND ST"
36284,"0","0","3","None","Pyrus calleryana cvs",2038,"EAST 25TH ST"
36285,"0","0","6","None","Schinus terebinthefolia",3156,"SHEFFIELD AV"
36286,"0","0","5","None","Pyrus kawakami",2028,"27TH AV"
36287,"0","0","4","None","Melaleuca sp",2548,"WAKEFIELD AV"
36288,"0","0","6","None","Schinus terebinthefolia",3084,"22ND AV"
36289,"0","0","1","None","Jacaranda acutifolia",2604,"23RD AV"
36290,"0","0","4","None","Pyrus kawakami",1933,"EAST 23RD ST"
36291,"2","2","0","Low","Other",2637,"GRANDE VISTA AV"
36292,"4","2","0","None","Quercus sp",2132,"27TH AV"
36293,"5","9","0","None","Zelkova serrata",3011,"LOGAN ST"
36294,"2","2","0","None","Pyrus kawakami",2215,"17TH AV"
36295,"0","0","4","None","Pyrus kawakami",2014,"EAST 28TH ST"
36296,"0","0","4","None","Prunus cerasifera/blireiana",2749,"26TH AV"
36297,"0","0","2","None","Prunus sp",4045,"BROOKDALE AV"
36298,"4","6","0","Low","Jacaranda acutifolia",2642,"38TH AV"
36299,"5","3","0","Moderate","Fraxinus sp",3501,"MACARTHUR BL"
36300,"2","4","0","Low","Pyrus calleryana cvs",3501,"MACARTHUR BL"
36301,"0","0","3","None","Pyrus kawakami",3519,"BROOKDALE AV"
36302,"0","0","3","None","Melaleuca sp",3344,"SUTER ST"
36303,"2","2","0","Low","Callistemon sp",3450,"35TH AV"
36304,"0","0","10","None","Unknown",3519,"HAGEMAN AV"
36305,"2","4","0","Low","Fraxinus sp",3501,"35TH AV"
36306,"0","0","4","None","Pistacia chinensis",3722,"QUIGLEY ST"
36307,"4","4","0","None","Dead",3341,"ARKANSAS ST"
36308,"2","3","0","Low","Jacaranda acutifolia",2612,"38TH AV"
36309,"0","0","2","None","Fraxinus sp",3629,"REDDING ST"
36310,"3","3","0","None","Eriobotrya deflexa",2625,"OCTAVIA ST"
36311,"2","6","0","Low","Pyrus calleryana cvs",2841,"MACARTHUR BL"
36312,"3","6","0","None","Pyrus calleryana cvs",4247,"MACARTHUR BL"
36313,"0","0","10","None","Cinnamomum camphora",3638,"HAGEMAN AV"
